sku_id,cate,brand,type_1,type_2,type_3,type_4,type_5,type_6,type_all
93496,7,79,40,3,0,0,0,95,138
101210,9,306,124,0,0,0,0,253,377
158886,10,752,12,0,0,0,0,25,37
101523,9,575,17,0,0,0,0,19,36
103174,9,575,4,0,0,0,0,6,10
168930,11,214,61,1,0,0,0,78,140
65609,7,741,12,0,0,0,0,20,32
167880,9,607,86,0,1,0,1,96,184
44215,7,100,5,0,0,0,0,16,21
34257,7,30,41,3,3,1,0,113,161
108868,9,341,9,0,0,0,0,13,22
169116,9,341,9,0,0,0,0,11,20
67861,9,607,58,0,0,0,0,96,154
125983,9,912,12,1,1,0,0,27,41
35039,9,658,27,0,0,0,0,39,66
48194,6,78,2,0,0,0,0,1,3
152736,4,678,0,1,0,0,0,0,1
43838,9,145,35,2,0,1,1,79,118
6332,6,78,10,0,0,0,0,12,22
91628,9,380,2,0,0,0,0,3,5
40531,4,365,5,0,0,0,0,9,14
114260,9,873,26,0,0,0,0,48,74
128302,9,873,10,1,1,0,0,16,28
8682,9,302,13,0,0,0,0,15,28
138591,9,483,18,0,0,0,0,41,59
67222,9,302,36,0,0,0,0,66,102
159561,11,214,1,0,0,0,0,0,1
97056,9,158,84,3,1,0,0,168,256
95786,9,158,68,0,1,0,0,34,103
39654,7,429,21,0,1,0,0,222,244
102329,7,587,167,2,1,1,1,297,469
62724,6,296,20,0,0,0,0,20,40
133164,9,796,3,0,0,0,0,4,7
76232,9,302,159,5,1,1,0,227,393
169722,9,399,7,0,0,0,0,10,17
23807,7,254,8,0,0,0,0,11,19
77362,7,755,199,8,4,0,1,416,628
8235,8,623,4,0,0,0,0,3,7
130316,7,56,2,0,0,0,0,6,8
129899,9,842,185,3,2,0,1,265,456
118366,6,453,1,0,0,0,0,1,2
58239,9,302,63,0,0,0,1,138,202
115402,9,489,32,0,0,0,0,32,64
121374,8,693,6,0,0,0,0,7,13
18842,9,489,252,0,0,0,1,359,612
55711,7,492,1,1,1,0,0,0,3
102434,7,872,39,0,0,0,0,62,101
154660,5,570,53,1,0,0,0,99,153
106772,11,489,15,3,0,0,0,12,30
101298,5,800,8,0,0,0,0,8,16
733,7,744,21,1,0,0,1,25,48
141350,9,100,56,3,0,1,0,108,168
134319,9,487,72,2,3,0,0,100,177
91991,6,785,22,0,0,0,0,24,46
112096,6,103,6,0,0,0,0,6,12
101986,6,103,6,0,0,0,0,9,15
38674,9,302,14,0,0,0,0,20,34
64923,6,789,32,0,0,0,0,43,75
40157,8,214,124,0,0,0,0,210,334
153821,10,917,44,4,4,0,0,45,97
160318,9,462,15,0,0,0,0,20,35
39805,5,200,10,0,0,0,0,14,24
123386,5,200,14,0,0,0,0,24,38
46736,9,302,17,0,0,0,0,29,46
49328,10,820,23,0,0,0,1,45,69
91175,10,208,48,1,0,0,0,93,142
167872,10,208,23,0,0,0,0,25,48
139906,9,380,3,0,0,0,0,10,13
90516,10,898,7,0,0,0,0,12,19
137677,10,29,2,0,0,0,0,4,6
131613,9,65,49,2,1,0,1,111,164
4332,9,341,19,0,0,0,0,55,74
93618,9,380,5,1,1,0,0,9,16
95470,9,380,11,0,0,0,0,11,22
93099,9,589,10,0,0,0,0,18,28
75564,9,65,7,0,0,0,0,14,21
42582,9,380,18,0,0,0,0,26,44
100487,6,785,248,9,5,3,2,386,653
31289,9,158,19,1,1,0,0,30,51
71671,9,489,35,0,0,0,0,27,62
7079,9,100,18,0,0,0,0,27,45
64594,10,29,27,0,0,0,0,26,53
51419,7,232,2,0,0,0,0,4,6
121323,10,523,4,0,0,0,0,28,32
51619,6,785,4,0,0,0,0,21,25
26470,10,868,6,0,0,0,0,3,9
75737,10,868,12,1,0,1,2,32,48
123137,10,66,6,0,0,0,0,7,13
107059,10,66,6,0,0,0,0,3,9
28725,10,66,8,0,0,0,0,6,14
48815,10,29,16,0,0,0,0,11,27
126064,9,145,134,0,0,0,0,221,355
95197,10,29,8,0,0,0,0,13,21
22034,10,44,28,2,1,0,1,49,81
96552,10,917,6,0,0,0,0,7,13
141846,5,124,4,0,0,0,0,10,14
104090,4,159,7,0,0,0,0,12,19
109475,7,429,27,0,1,0,0,50,78
17709,5,200,69,0,0,0,0,111,180
116223,5,585,51,0,1,0,0,98,150
134759,9,8,11,0,0,0,0,20,31
144686,7,8,1,0,0,0,0,2,3
157763,6,78,10,0,0,0,0,15,25
108721,7,521,39,1,0,0,1,63,104
114285,7,314,19,1,0,0,0,37,57
106018,7,429,6,0,0,0,0,19,25
116378,7,578,6,0,0,0,0,11,17
82865,10,917,2,0,0,0,0,3,5
108808,10,525,14,0,0,0,0,17,31
36620,11,306,6,0,0,0,0,5,11
128046,9,367,39,0,0,0,0,65,104
122002,11,214,22,0,0,0,0,29,51
21588,9,367,91,3,0,1,1,125,221
43124,9,100,16,0,0,0,0,25,41
146579,6,601,243,6,2,0,2,413,666
12387,9,100,5,0,0,0,0,13,18
54669,9,100,12,0,0,0,0,11,23
160566,7,429,46,1,1,0,0,81,129
99213,9,563,2,0,0,0,0,2,4
23922,9,6,17,0,0,0,0,21,38
23373,5,655,41,1,1,0,0,73,116
149043,9,427,23,0,0,0,0,113,136
110237,8,489,248,6,3,0,5,427,689
26777,5,585,22,0,0,0,0,36,58
17303,7,373,21,0,0,0,0,35,56
34634,7,373,42,3,0,0,0,107,152
105657,9,630,10,0,0,0,0,14,24
89824,9,842,48,1,1,0,0,80,130
58379,6,453,6,0,0,0,0,8,14
113702,8,790,14,0,0,0,0,31,45
42810,8,790,57,1,0,0,0,80,138
8860,4,752,28,0,0,0,0,43,71
152595,6,556,3,0,0,0,0,6,9
111782,7,521,10,0,0,0,0,11,21
102994,9,77,1,0,0,0,0,0,1
109729,9,86,51,0,0,5,0,63,119
96825,9,640,184,1,1,0,0,314,500
84237,7,641,1,0,0,0,0,0,1
101154,7,484,26,0,0,0,0,49,75
64884,6,296,99,4,2,0,2,177,284
99834,4,658,29,0,0,0,1,58,88
164434,9,86,205,9,2,2,0,322,540
83422,9,575,53,1,1,0,1,91,147
67117,7,254,8,6,0,0,0,11,25
14684,4,159,21,0,0,0,0,37,58
103137,10,752,3,0,0,0,0,0,3
170844,11,214,58,1,0,0,0,71,130
108836,7,126,9,0,0,0,0,17,26
149085,11,214,8,0,0,0,0,7,15
74470,5,556,1,0,0,0,0,1,2
131549,9,589,22,0,0,0,0,35,57
133042,9,589,41,0,0,0,0,74,115
102246,9,589,127,1,1,0,1,201,331
51302,4,365,13,0,0,0,0,14,27
149398,4,124,420,28,16,0,1,648,1113
152681,6,585,1,0,0,0,0,2,3
163283,9,202,32,1,1,0,0,40,74
33269,11,489,2,0,0,0,0,2,4
168197,7,56,14,0,0,0,0,23,37
59005,9,378,19,0,0,0,0,24,43
50027,6,585,3,0,0,0,0,8,11
23391,6,261,2,0,0,0,0,3,5
148454,5,263,1,0,0,0,0,2,3
59474,11,244,18,0,0,0,0,15,33
94617,9,457,2,0,0,0,0,3,5
110028,7,741,1,0,0,0,0,0,1
16103,11,214,113,11,0,0,0,102,226
10722,8,622,52,1,1,0,0,73,127
8903,7,79,10,0,0,0,0,25,35
112506,10,917,2,0,0,0,0,4,6
98695,8,214,11,0,0,0,0,10,21
71887,11,623,0,0,0,0,0,2,2
20919,9,842,398,15,9,0,4,676,1102
29753,9,462,44,0,0,9,0,52,105
137285,9,462,0,0,0,0,0,70,70
84037,7,462,40,0,0,11,0,60,111
138472,6,200,14,0,0,0,0,22,36
68367,5,699,2,0,0,0,0,2,4
170302,5,78,263,0,0,0,0,405,668
94211,8,885,6,0,0,0,0,4,10
69850,10,474,41,2,0,0,0,121,164
82704,5,124,43,0,0,0,0,61,104
34739,9,657,12,1,1,0,0,16,30
128696,9,657,7,0,0,0,0,11,18
99897,9,657,1,0,0,0,0,0,1
160291,9,657,83,3,1,0,1,133,221
66335,11,244,6,0,0,0,0,6,12
126016,4,658,75,3,2,0,0,130,210
7119,5,78,20,0,0,0,0,23,43
54703,4,270,6,0,0,0,0,13,19
126913,9,42,5,0,0,0,0,7,12
167850,8,214,9,0,0,0,0,18,27
54797,6,124,10,0,0,0,0,14,24
127442,7,551,30,2,2,0,0,49,83
72806,6,789,66,6,0,0,0,133,205
5089,9,469,12,0,0,0,0,21,33
94803,8,124,43,0,0,0,0,61,104
34205,8,812,1,0,0,0,0,2,3
124412,7,864,9,0,0,0,0,11,20
70810,9,374,13,0,0,0,0,60,73
13638,8,885,11,0,0,0,0,15,26
96539,7,551,10,0,0,0,0,17,27
94852,9,842,1,0,0,0,0,0,1
168132,7,551,18,0,0,0,0,17,35
54236,6,159,5,0,0,0,0,13,18
99014,9,469,6,0,0,0,0,8,14
10621,7,30,1,0,0,0,0,1,2
100696,5,570,14,1,0,0,0,22,37
143312,9,640,225,0,0,0,4,347,576
26284,6,235,69,0,0,0,0,93,162
104210,5,570,11,0,0,0,0,20,31
152522,9,800,33,1,2,0,0,35,71
38391,10,22,28,1,1,0,1,41,72
72993,9,177,7,5,0,0,0,26,38
42240,10,817,4,0,0,0,0,9,13
117779,6,117,3,0,0,0,0,3,6
121686,6,232,15,0,0,0,0,23,38
170021,6,103,17,0,0,0,0,25,42
158390,7,492,20,0,0,0,1,29,50
50521,6,159,20,0,0,0,0,15,35
55353,9,630,75,0,0,0,0,102,177
141516,11,427,40,6,0,0,0,45,91
106626,9,78,231,8,4,0,1,346,590
561,9,632,1,0,0,0,0,2,3
36072,9,632,2,0,0,0,0,4,6
106845,9,632,5,0,0,0,0,10,15
14596,9,632,12,1,1,0,0,25,39
142392,9,632,2,0,0,0,0,2,4
45753,9,632,2,0,0,0,0,2,4
12344,4,306,9,0,0,0,0,10,19
160962,4,306,30,0,0,0,0,38,68
129541,7,295,3,0,0,0,0,9,12
113647,8,800,15,0,0,0,0,9,24
688,9,589,14,0,0,0,0,28,42
120327,10,413,12,0,0,0,0,11,23
102190,6,789,13,0,0,0,0,18,31
132990,10,653,1,0,0,0,0,0,1
41371,6,78,711,14,8,0,3,1051,1787
71371,9,607,136,1,0,0,0,179,316
99183,9,796,2,0,0,0,0,2,4
126740,9,782,14,0,1,0,0,43,58
27479,7,822,11,0,0,0,1,16,28
64707,5,124,38,0,0,0,0,54,92
44651,8,214,16,0,0,0,0,25,41
74314,4,453,2,0,0,0,0,2,4
124979,9,657,11,1,1,0,0,13,26
87020,4,36,88,6,4,0,0,121,219
47644,9,842,218,7,3,0,4,358,590
87407,9,842,44,1,1,0,0,57,103
85478,8,800,34,0,1,0,0,41,76
53137,7,214,44,0,0,0,0,82,126
129118,9,796,2,0,0,0,0,2,4
13641,8,545,6,0,0,0,0,8,14
151918,4,36,1,0,0,0,0,0,1
83795,7,496,92,1,1,0,1,134,229
57553,8,211,12,0,0,0,0,15,27
91953,9,145,68,0,1,0,1,128,198
42848,9,145,1,0,0,0,0,16,17
69711,9,145,1,0,0,0,0,10,11
92536,10,781,1,0,0,0,0,2,3
169494,9,145,79,2,0,0,0,69,150
147239,4,199,1,0,0,0,0,1,2
165894,7,748,45,0,0,0,0,92,137
79682,9,158,40,2,0,1,0,74,117
169386,4,36,85,1,0,0,1,191,278
31355,9,842,171,10,5,1,0,320,507
134179,10,87,17,1,0,0,0,21,39
96144,9,243,12,2,0,0,0,28,42
73660,7,741,4,0,0,0,0,4,8
3702,10,798,1,0,0,0,0,3,4
110351,10,798,1,0,0,0,0,0,1
4936,7,748,4,0,0,0,0,8,12
13013,10,413,3,0,0,0,0,7,10
27074,10,798,5,0,0,0,0,5,10
13006,8,800,37,2,0,0,0,57,96
130074,10,322,5,0,0,0,0,12,17
7701,10,322,1,0,0,0,0,0,1
131351,10,322,6,0,0,0,0,9,15
8028,10,618,2,0,0,0,0,2,4
72950,7,508,3,0,0,0,0,5,8
26542,7,4,17,0,0,0,0,38,55
153868,7,842,26,1,1,0,0,55,83
73647,7,295,10,0,0,0,0,15,25
43698,9,630,24,0,0,0,0,18,42
155829,7,196,9,1,1,0,0,7,18
92327,6,514,135,3,1,0,0,281,420
71182,9,630,15,0,0,0,0,25,40
134382,6,453,59,0,0,0,1,80,140
99358,4,36,174,2,0,0,0,349,525
29518,6,729,36,0,0,0,0,57,93
6073,7,373,78,2,1,0,1,112,194
50778,10,820,10,0,1,0,0,23,34
58638,9,607,46,3,2,0,0,98,149
150708,10,820,9,1,0,0,0,6,16
54567,10,289,19,0,0,0,0,18,37
142249,10,820,4,0,0,0,0,3,7
73674,9,838,24,0,0,0,0,29,53
37958,10,820,3,0,0,0,0,3,6
117281,10,555,1,0,0,0,0,2,3
53175,7,56,12,0,0,0,0,22,34
80789,7,56,6,0,0,0,0,4,10
74355,5,159,1,0,0,0,0,0,1
32457,9,706,8,1,1,0,0,30,40
58,7,861,60,2,0,0,0,95,157
51876,8,214,4,0,0,0,0,2,6
137904,9,640,73,2,3,0,0,113,191
8704,9,762,29,2,2,0,1,40,74
101661,9,762,12,0,0,0,0,18,30
28008,8,812,8,1,1,0,0,19,29
102417,9,762,20,0,0,0,0,46,66
72605,9,762,25,0,0,0,0,59,84
27103,10,555,1,0,0,0,0,17,18
39782,7,741,1,0,0,0,0,1,2
167592,7,741,12,0,0,0,0,20,32
77717,6,453,66,1,0,0,0,115,182
110680,9,842,208,5,3,0,0,330,546
97759,9,657,28,2,0,0,1,46,77
158112,5,800,8,0,0,0,0,11,19
140842,9,800,177,2,0,6,1,253,439
52787,9,710,2,0,0,0,0,3,5
35733,9,819,13,0,1,0,0,11,25
33878,9,538,40,0,0,0,0,63,103
25160,9,43,2,0,0,0,0,2,4
163107,9,589,21,0,0,0,0,19,40
104949,9,885,4,0,0,0,0,16,20
40605,5,821,26,0,0,0,1,33,60
167549,9,800,144,1,0,0,1,198,344
38520,9,570,22,0,0,0,0,38,60
81104,4,923,3,0,0,0,0,2,5
12656,8,800,28,1,1,0,0,52,82
158863,8,812,89,3,1,0,1,142,236
63480,11,124,26,1,0,0,0,28,55
39572,10,355,0,0,0,0,2,63,65
46277,9,4,10,2,4,0,0,31,47
54127,9,4,0,0,0,0,0,13,13
73171,7,741,8,0,0,0,0,9,17
42899,6,821,51,2,1,0,1,101,156
158271,10,523,30,0,0,0,0,38,68
31772,10,289,27,0,0,0,0,34,61
114536,6,785,245,4,3,0,0,341,593
91244,7,78,36,0,0,0,0,49,85
24617,9,657,743,23,10,5,2,1253,2036
101084,7,693,94,3,1,0,1,153,252
70480,7,232,23,0,0,0,0,36,59
19301,7,484,16,0,0,0,0,26,42
149386,7,484,7,0,0,0,0,6,13
151228,8,489,26,0,0,0,0,40,66
147712,9,800,36,0,0,0,0,103,139
59072,4,752,12,0,0,0,0,5,17
18153,6,885,16,0,0,0,0,22,38
89613,7,496,85,1,2,0,0,121,209
96049,5,225,68,2,1,0,1,103,175
114737,5,140,55,0,0,0,0,68,123
38789,5,306,267,6,5,0,0,431,709
88109,9,306,1,0,0,0,0,0,1
45930,7,404,17,0,0,0,0,32,49
79284,9,202,51,1,0,0,0,101,153
116739,9,202,47,0,0,0,0,42,89
2888,8,623,9,0,0,0,0,8,17
137935,9,202,8,0,0,0,0,13,21
45291,9,656,6,0,0,0,0,9,15
40207,5,375,1,0,0,0,0,0,1
132308,10,798,1,0,0,0,0,1,2
165175,8,214,147,6,2,0,2,206,363
105496,6,181,153,4,0,0,0,191,348
157319,9,375,26,1,1,0,0,68,96
72216,9,306,50,0,0,0,0,77,127
59552,6,290,4,0,0,0,0,3,7
55637,8,812,72,0,0,0,0,98,170
59013,10,820,30,1,1,0,0,33,65
149172,7,61,15,0,0,0,0,22,37
111647,9,216,22,0,0,0,0,40,62
70872,7,194,34,0,0,0,0,44,78
133063,5,570,15,0,0,0,0,20,35
67900,6,103,6,0,0,0,0,9,15
153710,11,214,4,0,0,0,0,2,6
132854,4,200,1,0,0,0,0,2,3
65168,5,263,133,4,2,0,0,195,334
96121,7,521,4,0,0,0,0,3,7
85152,4,752,25,0,1,0,0,34,60
121206,10,555,21,0,0,0,0,47,68
140278,9,873,21,0,0,0,0,44,65
105411,10,555,5,0,0,0,0,9,14
14769,7,521,20,1,1,0,0,30,52
55753,10,555,1,0,0,0,0,0,1
168362,4,199,16,0,0,0,0,19,35
20790,9,570,20,1,0,0,0,28,49
62113,11,214,12,0,0,0,0,12,24
135279,7,306,30,0,0,0,0,25,55
144264,7,755,58,0,0,0,0,76,134
46650,4,220,74,0,0,0,0,158,232
70933,7,521,23,0,0,0,0,23,46
26312,7,429,27,0,0,0,0,109,136
93991,6,296,197,1,2,0,2,517,719
70717,10,355,102,1,1,0,1,151,256
107587,7,100,73,0,0,3,0,117,193
165353,9,640,9,0,0,0,0,10,19
14936,10,743,13,0,0,0,0,37,50
66098,9,570,10,0,0,0,1,13,24
10397,9,489,12,0,0,0,0,19,31
68671,4,658,30,0,0,0,0,47,77
12059,9,483,1,0,0,0,0,1,2
84953,4,427,97,0,0,0,0,173,270
27450,7,214,11,0,0,0,0,15,26
143195,10,781,7,0,0,0,0,22,29
160937,10,781,4,0,0,0,0,11,15
21954,9,374,10,0,0,0,0,12,22
105420,10,917,44,0,0,0,0,45,89
55377,6,235,403,10,8,0,2,859,1282
41025,9,658,20,0,0,0,0,25,45
39503,7,196,9,0,0,0,0,9,18
40323,5,251,16,0,0,0,0,11,27
107420,4,658,7,0,0,0,0,6,13
58207,7,492,7,0,0,0,0,6,13
139756,9,577,3,0,0,0,0,8,11
1507,9,374,26,0,0,0,0,25,51
35667,9,489,19,0,0,0,0,16,35
67536,9,314,4,0,0,0,0,2,6
16765,7,78,32,1,0,0,0,43,76
57287,7,78,17,0,0,0,1,17,35
130191,9,489,62,1,1,0,0,70,134
5357,7,263,10,0,0,0,0,16,26
37432,9,630,23,0,0,0,0,19,42
90722,11,214,21,0,0,0,0,20,41
129386,9,374,8,0,0,1,0,14,23
121719,7,587,14,0,0,0,0,15,29
6957,10,917,2,0,0,0,0,6,8
122690,9,575,36,2,2,0,1,118,159
38479,11,812,8,0,0,0,0,7,15
11179,10,917,0,1,1,0,0,4,6
55333,10,917,0,0,0,0,0,5,5
28794,6,518,24,0,0,0,0,34,58
54659,7,521,67,1,1,0,0,100,169
37511,8,800,17,0,0,0,0,30,47
164352,7,429,4,0,0,0,0,3,7
10626,8,800,64,0,0,0,0,114,178
53056,7,521,114,2,1,0,0,149,266
74989,7,79,3,0,0,0,0,10,13
143379,7,157,127,0,0,0,1,192,320
25745,6,729,8,0,0,0,0,13,21
74378,9,575,10,0,0,0,0,11,21
36131,8,545,8,0,0,0,0,5,13
115369,11,306,8,0,0,0,0,3,11
118510,9,469,0,0,0,0,0,15,15
149309,10,36,16,0,0,0,0,13,29
146442,9,842,29,0,0,0,1,34,64
155103,7,648,4,0,0,0,0,5,9
66008,11,545,10,0,0,0,0,10,20
124860,9,556,20,0,0,0,0,25,45
87099,11,30,178,3,0,1,0,188,370
137136,8,545,2,0,0,0,0,3,5
43091,9,462,9,0,0,0,0,16,25
154528,7,587,106,2,1,0,0,176,285
43166,9,302,59,1,0,1,0,71,132
56627,9,570,12,0,0,0,0,14,26
46452,9,570,9,0,0,0,0,12,21
18589,4,923,10,1,1,0,0,9,21
79251,4,678,11,2,0,0,0,15,28
90787,9,314,11,0,0,0,0,12,23
79822,7,896,4,0,0,0,0,3,7
161774,5,176,19,0,0,0,0,32,51
74709,7,648,6,0,0,0,0,7,13
85756,8,800,16,1,1,0,0,23,41
58286,5,124,39,2,1,0,0,56,98
122961,9,86,58,1,1,0,0,85,145
155572,9,6,12,0,0,0,0,9,21
42791,8,623,17,0,0,0,0,10,27
65307,7,484,14,0,0,0,0,19,33
75224,6,235,199,12,8,0,0,291,510
53006,9,838,12,0,0,0,0,3,15
58040,9,838,4,0,0,0,0,2,6
75455,9,838,4,0,0,0,0,2,6
131664,9,838,4,0,0,0,0,2,6
2361,11,124,8,0,0,0,0,4,12
157890,9,302,6,0,0,0,0,24,30
36951,8,214,27,0,0,0,0,17,44
151649,9,630,52,0,0,0,0,74,126
110545,10,111,5,0,0,0,0,27,32
61413,10,413,3,0,0,0,0,6,9
28005,7,462,23,0,0,12,0,33,68
58428,7,295,26,1,1,0,1,38,67
138366,9,575,42,0,0,0,0,46,88
25336,9,341,23,0,0,0,0,27,50
13785,8,800,4831,242,86,19,39,8710,13927
63229,8,800,6566,269,89,19,31,11392,18366
79185,10,81,1,0,0,0,0,2,3
2838,7,228,22,0,0,0,0,34,56
55110,7,228,24,0,0,0,0,24,48
44669,9,640,0,0,0,0,0,14,14
73644,7,306,1,0,0,0,0,0,1
48622,10,413,8,0,0,0,0,8,16
132364,4,200,8,0,0,0,0,11,19
11121,8,790,29,0,0,0,0,42,71
129950,9,630,28,0,0,0,0,28,56
52396,9,630,25,0,0,0,0,31,56
13658,9,630,12,0,0,0,0,10,22
85013,10,322,6,0,0,0,0,6,12
30313,10,111,12,0,0,0,0,24,36
14207,10,111,16,1,1,0,0,30,48
32175,10,322,4,1,1,0,0,4,10
156988,9,632,8,0,0,0,0,5,13
140604,9,873,8,0,0,0,0,4,12
116174,4,174,33,0,0,0,0,61,94
53883,10,355,16,0,0,0,0,29,45
72679,10,355,30,3,0,0,0,44,77
134809,10,355,6,0,0,0,0,9,15
166902,9,158,7,0,0,0,0,45,52
25345,9,158,18,1,0,0,0,45,64
160691,9,158,14,0,0,0,0,48,62
35575,9,158,4,0,0,0,0,14,18
128983,9,800,8,1,1,0,0,103,113
112507,4,36,43,0,0,0,0,75,118
133482,9,158,1,0,0,0,0,0,1
118437,8,800,2,0,0,0,0,0,2
79005,8,403,1,0,0,0,0,0,1
106560,9,30,10,0,0,0,0,9,19
9866,4,890,11,0,0,0,0,14,25
62048,4,885,17,0,0,0,0,27,44
86174,9,684,4,0,0,0,0,3,7
107421,9,556,4,0,0,0,0,3,7
65478,4,658,18,0,0,0,0,19,37
36987,6,514,52,1,0,1,0,90,144
56616,9,640,25,0,0,0,0,28,53
110614,9,302,8,0,0,0,0,4,12
98661,9,306,1,0,0,0,0,1,2
1920,9,145,27,1,1,0,0,45,74
79679,4,124,399,4,2,0,2,679,1086
88355,11,427,12,0,0,0,0,9,21
124947,8,812,47,2,0,0,0,92,141
23266,8,812,80,5,2,0,0,132,219
153113,8,812,78,5,4,0,1,130,218
144954,7,741,79,4,3,0,0,182,268
114414,9,158,9,0,0,0,0,13,22
35439,9,158,3,0,0,0,0,5,8
159889,9,912,1,0,0,0,0,1,2
138805,4,174,5,0,0,0,0,9,14
66906,9,575,42,1,1,0,0,77,121
154814,9,575,29,2,1,0,0,60,92
170051,8,623,1,0,0,0,0,0,1
107295,8,800,68,1,0,0,1,145,215
167187,10,413,1,0,0,0,0,1,2
487,10,820,1,0,0,0,0,1,2
90537,11,306,43,3,0,0,0,37,83
71042,7,207,5,0,0,0,0,12,17
39435,4,453,4,0,0,0,0,2,6
59726,11,489,8,0,0,0,0,4,12
114999,9,575,32,2,1,0,0,32,67
52229,9,489,75,4,0,0,0,127,206
104007,6,785,69,0,0,0,0,91,160
61412,4,124,4,0,0,0,0,7,11
127546,4,592,41,0,0,0,0,98,139
12233,9,65,5,0,0,0,0,5,10
5934,9,302,8,0,0,0,0,4,12
69022,9,302,4,0,0,0,0,4,8
134383,5,821,4,0,0,0,0,7,11
31290,4,174,26,0,0,0,0,32,58
6037,8,623,57,0,0,0,0,73,130
160264,8,214,5,0,0,0,0,1,6
42893,9,86,51,0,0,5,0,82,138
135838,9,86,12,0,0,4,0,20,36
524,9,86,21,0,0,5,0,29,55
60831,9,538,50,3,0,0,0,52,105
30612,11,214,0,1,0,0,0,0,1
46253,4,200,1,0,0,0,0,4,5
157522,8,214,67,2,0,0,0,134,203
13519,9,78,1,0,0,0,0,0,1
89896,7,748,20,0,0,0,0,29,49
159985,8,693,3,0,0,0,0,9,12
138477,9,489,4,0,0,0,0,5,9
68258,7,578,8,0,0,0,0,11,19
126523,9,483,8,0,0,0,0,11,19
154664,9,30,9,1,1,0,0,9,20
43141,10,413,14,0,0,0,0,13,27
116777,4,124,554,22,15,0,5,862,1458
71014,8,124,7,0,0,0,0,4,11
123178,11,214,28,2,0,0,0,30,60
36226,9,175,4,0,0,0,0,5,9
116862,5,585,11,0,0,0,0,9,20
119116,8,800,17,0,0,0,0,18,35
24245,8,800,4,0,0,0,0,2,6
119090,10,111,28,0,0,0,0,62,90
103351,8,622,53,0,0,0,0,88,141
58155,4,800,32,0,0,0,0,43,75
52082,6,922,7,0,0,0,0,4,11
130409,8,623,3,0,0,0,0,4,7
6933,6,251,4,0,0,0,0,3,7
115845,7,570,0,0,0,0,0,147,147
18704,4,800,1,0,0,0,0,1,2
93737,7,74,17,1,1,0,0,28,47
56009,9,764,19,0,0,0,0,20,39
31488,5,479,35,0,0,0,0,59,94
21990,4,678,30,2,2,0,0,51,85
75729,9,117,14,0,0,0,0,10,24
107410,5,181,56,1,1,0,0,88,146
147487,6,489,11,0,0,0,0,14,25
29736,10,841,15,0,0,0,0,31,46
101180,7,693,19,0,0,0,0,36,55
123693,9,282,20,0,0,0,0,8,28
11975,6,821,12,0,0,0,0,10,22
142586,9,741,107,4,1,1,0,121,234
75775,9,489,63,2,2,0,0,107,174
87564,4,300,1,0,0,0,0,1,2
46879,4,200,5,0,0,0,0,5,10
51586,7,535,0,0,0,0,0,7,7
79850,11,214,20,0,0,0,0,20,40
146318,9,100,45,3,1,0,0,76,125
102981,9,380,22,0,0,0,0,7,29
79626,6,78,38,0,0,0,0,64,102
84003,4,752,2,0,0,0,0,5,7
70241,9,538,101,0,0,0,0,119,220
70186,7,100,0,1,0,0,0,0,1
113265,9,100,0,1,0,0,0,0,1
115114,8,484,30,0,0,0,0,50,80
144542,8,484,73,1,0,0,0,113,187
28601,9,243,293,3,2,1,1,340,640
4770,9,380,12,0,0,0,0,22,34
97142,9,607,99,2,1,0,1,169,272
3637,9,607,24,0,0,0,0,51,75
41907,9,380,10,1,1,0,0,17,29
65162,8,214,18,0,0,0,0,28,46
46051,9,483,4,0,0,0,0,2,6
170751,6,489,7,0,0,0,0,11,18
136168,9,4,14,0,0,0,0,28,42
118089,7,373,9,0,0,0,0,15,24
126561,7,373,17,0,0,0,0,45,62
26617,5,800,1,0,0,0,0,1,2
42589,7,521,28,0,0,0,0,44,72
164666,4,453,8,0,0,0,0,12,20
72185,7,157,1,0,0,0,0,0,1
61530,9,457,13,1,1,0,0,11,26
81999,9,374,36,0,0,0,0,40,76
126669,7,496,14,0,0,0,0,20,34
65581,9,456,6,0,0,0,0,10,16
73101,9,456,4,0,0,0,0,3,7
15181,9,560,3,0,0,0,0,6,9
43513,8,124,163,3,3,0,0,262,431
90291,6,78,5,0,0,0,0,8,13
60620,10,752,4,0,0,0,0,5,9
8264,4,752,4,0,0,0,0,6,10
102161,6,200,2,0,0,0,0,7,9
118702,11,693,17,3,0,0,0,34,54
13624,4,675,32,0,0,0,0,36,68
164862,8,124,18,0,0,0,0,34,52
23380,7,842,43,0,0,0,0,47,90
114870,7,741,1,0,0,0,0,0,1
71186,6,159,22,1,1,0,0,27,51
65673,11,214,2,0,0,0,0,0,2
158899,5,453,6,0,0,0,0,14,20
80612,7,484,7,1,0,0,0,8,16
58341,7,56,4,0,0,0,0,8,12
73411,7,484,4,0,0,0,0,3,7
52305,6,232,1,0,0,0,0,2,3
131985,9,800,1,1,0,0,0,2,4
111478,6,420,38,1,1,0,0,65,105
90179,9,842,3,0,0,0,0,3,6
61429,7,563,7,0,0,0,0,18,25
19967,7,521,12,0,0,0,0,16,28
37843,5,200,36,2,0,0,0,65,103
169836,7,521,5,0,0,0,0,12,17
161615,7,496,77,4,1,0,0,206,288
129526,9,575,3,0,0,0,0,3,6
168227,6,59,122,5,1,0,1,176,305
30399,9,380,14,0,0,0,0,18,32
111822,7,74,76,4,2,0,0,142,224
